Chromosome	TPM	Gene	Species	Sex	Tissue	Stage	Sample	log2_TPM	Z_score	p_value	p_adj	Expression_Status_BH	Expression_Status	Type
SUPER_GRC1	1.580165	g7958	B_coprophila	female	germ_embryo	0-4h	FE1	0.660076124729595	4.24753476187006	1.08067818760382e-05	1.32844341668701e-05	Active	Expressed	Gene
SUPER_GRC2	1.269031	g13059	B_coprophila	female	germ_embryo	0-4h	FE2	0.343728448737126	3.71487136812719	0.00010165354412261	0.00012138319544128	Active	Expressed	Gene
SUPER_GRC2	9.801362	g13065	B_coprophila	female	germ_embryo	0-4h	FE2	3.29298238765732	8.68079883127745	0	0	Active	Expressed	Gene
SUPER_GRC2	15.032756	g14637	B_coprophila	female	germ_embryo	0-4h	FE2	3.91003771794528	9.71979108980172	0	0	Active	Expressed	Gene
SUPER_GRC2	0.820144	g17249	B_coprophila	female	germ_embryo	0-4h	FE2	-0.286049097001052	2.65445755676118	0.0039718016033865	0.00450665106095132	Active	Expressed	Gene
SUPER_GRC2	1.520528	g18444	B_coprophila	female	germ_embryo	0-4h	FE2	0.604573332157733	4.15407965504564	1.63299698714425e-05	1.99683945265127e-05	Active	Expressed	Gene
SUPER_GRC2	1.753909	g18509	B_coprophila	female	germ_embryo	0-4h	FE2	0.810574719341946	4.50094295242575	3.38263315158294e-06	4.21997848522021e-06	Active	Expressed	Gene
SUPER_GRC2	2.670246	g19121	B_coprophila	female	germ_embryo	0-4h	FE2	1.41697319853959	5.52199130018609	1.67589544464164e-08	2.23810147945774e-08	Active	Expressed	Gene
SUPER_GRC1	40.779209	g6396	B_coprophila	female	germ_embryo	0-4h	FE2	5.34976192173471	12.1439858560136	0	0	Active	Expressed	Gene
SUPER_GRC1	1.03018	g7958	B_coprophila	female	germ_embryo	0-4h	FE2	0.0428978372738674	3.208335469164	0.0006675283634524	0.00077691976751211	Active	Expressed	Gene
SUPER_GRC2	0.939463	g13059	B_coprophila	female	germ_embryo	0-4h	FE3	-0.0900902158567897	2.98441137209075	0.00142062249338448	0.00163625209665228	Active	Expressed	Gene
SUPER_GRC2	10.878592	g13065	B_coprophila	female	germ_embryo	0-4h	FE3	3.4434200703005	8.93410445880304	0	0	Active	Expressed	Gene
SUPER_GRC2	14.166362	g14637	B_coprophila	female	germ_embryo	0-4h	FE3	3.82439751049258	9.57559087274785	0	0	Active	Expressed	Gene
SUPER_GRC2	12.068318	g17249	B_coprophila	female	germ_embryo	0-4h	FE3	3.59315283152236	9.18622314593013	0	0	Active	Expressed	Gene
SUPER_GRC2	1.283887	g18444	B_coprophila	female	germ_embryo	0-4h	FE3	0.360519354413353	3.74314374526243	9.08660977128051e-05	0.00010866352095355	Active	Expressed	Gene
SUPER_GRC2	2.116236	g18509	B_coprophila	female	germ_embryo	0-4h	FE3	1.08150120570242	4.95712655240592	3.57716894439086e-07	4.59295836554427e-07	Active	Expressed	Gene
SUPER_GRC2	2.131383	g19121	B_coprophila	female	germ_embryo	0-4h	FE3	1.09179053914951	4.97445164024189	3.27162979152362e-07	4.20564766771059e-07	Active	Expressed	Gene
SUPER_GRC1	37.618317	g6396	B_coprophila	female	germ_embryo	0-4h	FE3	5.23336343903535	11.9479951295869	0	0	Active	Expressed	Gene
SUPER_GRC1	1.216924	g7958	B_coprophila	female	germ_embryo	0-4h	FE3	0.283240256414593	3.6130218896924	0.00015132457148625	0.00017973156183814	Active	Expressed	Gene
SUPER_GRC2	6.530334	g14257	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	2.70715700255915	7.69439127576709	7.105427357601e-15	1.14906660996932e-14	Active	Expressed	Gene
SUPER_GRC2	11.210896	g14637	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	3.48682980975497	9.00719739070705	0	0	Active	Expressed	Gene
SUPER_GRC2	4.780529	g17249	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	2.25717057343287	6.93670814209252	2.00672811700997e-12	3.00977518751453e-12	Active	Expressed	Gene
SUPER_GRC2	0.676054	g18514	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	-0.564787474120286	2.18512036483489	0.01444001122128	0.016065785830432	Active	Expressed	Gene
SUPER_GRC2	0.822018	g18528	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	-0.28275635440013	2.66000184736811	0.00390701114518577	0.00443435785907764	Active	Expressed	Gene
SUPER_GRC2	0.864669	g18538	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	-0.20977845948058	2.78288137557739	0.00269392506872401	0.00307447145725135	Active	Expressed	Gene
SUPER_GRC2	12.971939	g19121	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	3.69732235081325	9.36162285290117	0	0	Active	Expressed	Gene
SUPER_GRC2	0.594991	g19161	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	-0.749057824177568	1.87484759384088	0.030406846715346	0.033411071924749	Active	Expressed	Gene
SUPER_GRC1	1.250972	g596	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	0.323050651864673	3.68005427828245	0.00011659215703163	0.00013896796797431	Active	Expressed	Gene
SUPER_GRC1	3.852648	g6396	B_coprophila	female	germ	late-larva-early-pupa	Fgerm1	1.94585075360035	6.41251060768308	7.15711934162755e-11	1.02474793527856e-10	Active	Expressed	Gene
SUPER_GRC2	1.751635	g14257	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	0.808703005786827	4.49779137784485	3.43315115314269e-06	4.28233583334439e-06	Active	Expressed	Gene
SUPER_GRC2	10.210833	g14637	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	3.35202880229064	8.7802206573056	0	0	Active	Expressed	Gene
SUPER_GRC2	6.866386	g17249	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	2.77955117207038	7.81628793234302	2.77555756156289e-15	4.54626756280655e-15	Active	Expressed	Gene
SUPER_GRC2	0.622887	g18514	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	-0.682955315860447	1.98615040744509	0.0235083127869342	0.0259500988970442	Active	Expressed	Gene
SUPER_GRC2	0.865049	g18538	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	-0.209144571771173	2.78394871004566	0.00268507626918046	0.00306448542572772	Active	Expressed	Gene
SUPER_GRC2	8.845138	g19121	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	3.14488481482472	8.43143345976775	0	0	Active	Expressed	Gene
SUPER_GRC2	1.266444	g19161	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	0.340784424109066	3.709914245731	0.00010366473106548	0.00012374629837831	Active	Expressed	Gene
SUPER_GRC1	1.714372	g596	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	0.777681034016016	4.44555685861788	4.38322450546647e-06	5.45133171624301e-06	Active	Expressed	Gene
SUPER_GRC1	3.36745	g6396	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	1.7516569530903	6.08552881937379	5.80537173888729e-10	8.09468938438892e-10	Active	Expressed	Gene
SUPER_GRC1	0.823418	g7428	B_coprophila	female	germ	late-larva-early-pupa	Fgerm2	-0.280301356345348	2.6641355511843	0.00385932265788658	0.00438110903255999	Active	Expressed	Gene
SUPER_GRC2	6.984362	g14637	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	2.80412854245682	7.85767108927076	1.99840144432528e-15	3.28844419818481e-15	Active	Expressed	Gene
SUPER_GRC2	1.424908	g17249	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	0.510869786336457	3.99630246080417	3.21697607054139e-05	3.89956888736009e-05	Active	Expressed	Gene
SUPER_GRC2	0.613142	g18514	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	-0.705704509827365	1.94784551765787	0.0257167252527069	0.0283442515209989	Active	Expressed	Gene
SUPER_GRC2	0.568608	g18528	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	-0.814491160570112	1.76467152595157	0.0388094933714827	0.0424610939718175	Active	Expressed	Gene
SUPER_GRC2	16.696493	g19121	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	4.06147328621929	9.97477694824733	0	0	Active	Expressed	Gene
SUPER_GRC2	1.171505	g19161	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	0.228364343145204	3.52062231664319	0.00021526768562463	0.00025445116691449	Active	Expressed	Gene
SUPER_GRC1	0.829243	g596	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	-0.270131426465034	2.6812595883601	0.00366727975259173	0.00416620208815622	Active	Expressed	Gene
SUPER_GRC1	2.601387	g6396	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	1.37928159494755	5.45852651441847	2.40051089006599e-08	3.19124522705972e-08	Active	Expressed	Gene
SUPER_GRC1	0.887383	g7428	B_coprophila	female	germ	late-larva-early-pupa	Fgerm3	-0.172369554044701	2.84587015671247	0.00221451251753513	0.00253436784540427	Active	Expressed	Gene
SUPER_GRC2	0.649406	g13059	B_coprophila	female	germ_embryo	4-8h	FL1	-0.622805159276515	2.08743070431986	0.0184246094473193	0.0204192632496069	Active	Expressed	Gene
SUPER_GRC2	7.906329	g13065	B_coprophila	female	germ_embryo	4-8h	FL1	2.98300817264142	8.15886701425004	2.22044604925031e-16	3.75539734506688e-16	Active	Expressed	Gene
SUPER_GRC2	6.459763	g14637	B_coprophila	female	germ_embryo	4-8h	FL1	2.6914814586887	7.66799693488691	8.77076189453874e-15	1.41435766921977e-14	Active	Expressed	Gene
SUPER_GRC2	0.808173	g17249	B_coprophila	female	germ_embryo	4-8h	FL1	-0.307262155979737	2.61873919735865	0.00441276964668647	0.00499974549080809	Active	Expressed	Gene
SUPER_GRC2	1.947625	g18444	B_coprophila	female	germ_embryo	4-8h	FL1	0.961716665229172	4.75543441211679	9.90100715303477e-07	1.25503790597585e-06	Active	Expressed	Gene
SUPER_GRC2	4.553807	g18509	B_coprophila	female	germ_embryo	4-8h	FL1	2.18707346510492	6.81867925663798	4.5941028758989e-12	6.81744111914302e-12	Active	Expressed	Gene
SUPER_GRC2	2.172218	g19121	B_coprophila	female	germ_embryo	4-8h	FL1	1.11916956091695	5.02055219276295	2.57615743182171e-07	3.32187706844772e-07	Active	Expressed	Gene
SUPER_GRC1	42.10408	g6396	B_coprophila	female	germ_embryo	4-8h	FL1	5.39588817029587	12.2216528217093	0	0	Active	Expressed	Gene
SUPER_GRC1	2.145	g7958	B_coprophila	female	germ_embryo	4-8h	FL1	1.10097832030976	4.98992194416758	3.02018477227328e-07	3.88648743309265e-07	Active	Expressed	Gene
SUPER_GRC2	0.969804	g13059	B_coprophila	female	germ_embryo	4-8h	FL2	-0.0442334030662879	3.06162466424025	0.0011006965064575	0.00127233644313832	Active	Expressed	Gene
SUPER_GRC2	5.722073	g13065	B_coprophila	female	germ_embryo	4-8h	FL2	2.51653815525332	7.3734289617601	8.31557045444242e-14	1.30072165517397e-13	Active	Expressed	Gene
SUPER_GRC2	6.196595	g14637	B_coprophila	female	germ_embryo	4-8h	FL2	2.63147591186348	7.56696013063335	1.90958360235527e-14	3.04581108289043e-14	Active	Expressed	Gene
SUPER_GRC2	13.402296	g17249	B_coprophila	female	germ_embryo	4-8h	FL2	3.74440837814601	9.44090588552737	0	0	Active	Expressed	Gene
SUPER_GRC2	0.611325	g18444	B_coprophila	female	germ_embryo	4-8h	FL2	-0.709986167939371	1.94063609993848	0.0261512160623988	0.0288125553232762	Active	Expressed	Gene
SUPER_GRC2	3.678225	g18509	B_coprophila	female	germ_embryo	4-8h	FL2	1.87901012549819	6.29996495457181	1.48856482695692e-10	2.11145849318605e-10	Active	Expressed	Gene
SUPER_GRC2	1.052272	g19121	B_coprophila	female	germ_embryo	4-8h	FL2	0.0735090436521696	3.25987834528874	0.00055730005427678	0.00065023976695372	Active	Expressed	Gene
SUPER_GRC1	29.053432	g6396	B_coprophila	female	germ_embryo	4-8h	FL2	4.86063673973748	11.32040123953	0	0	Active	Expressed	Gene
SUPER_GRC1	0.571722	g7958	B_coprophila	female	germ_embryo	4-8h	FL2	-0.806611764877218	1.77793878210338	0.0377069548968324	0.0412764629949065	Active	Expressed	Gene
SUPER_GRC2	0.605958	g13059	B_coprophila	female	germ_embryo	4-8h	FL3	-0.722707912571533	1.91921533985596	0.027478543483654	0.0302486006797986	Active	Expressed	Gene
SUPER_GRC2	6.284191	g13065	B_coprophila	female	germ_embryo	4-8h	FL3	2.65172725975628	7.6010591694918	1.46549439250521e-14	2.34623431832238e-14	Active	Expressed	Gene
SUPER_GRC2	4.922571	g14637	B_coprophila	female	germ_embryo	4-8h	FL3	2.29941230786036	7.00783439755541	1.21014309684142e-12	1.82712776760476e-12	Active	Expressed	Gene
SUPER_GRC2	1.533938	g17249	B_coprophila	female	germ_embryo	4-8h	FL3	0.617241112471028	4.17540955048963	1.48725212339995e-05	1.82052604100176e-05	Active	Expressed	Gene
SUPER_GRC2	1.130162	g18444	B_coprophila	female	germ_embryo	4-8h	FL3	0.176530863200367	3.43334556567513	0.00029809086251997	0.00035078325765188	Active	Expressed	Gene
SUPER_GRC2	4.227716	g18509	B_coprophila	female	germ_embryo	4-8h	FL3	2.07987880709871	6.63818584809449	1.5878409698189e-11	2.31870672202062e-11	Active	Expressed	Gene
SUPER_GRC2	1.775762	g19121	B_coprophila	female	germ_embryo	4-8h	FL3	0.828439047036806	4.53102274797672	2.93494084202539e-06	3.66825029199438e-06	Active	Expressed	Gene
SUPER_GRC1	36.170536	g6396	B_coprophila	female	germ_embryo	4-8h	FL3	5.17674311177754	11.8526583278312	0	0	Active	Expressed	Gene
SUPER_GRC1	2.631133	g7958	B_coprophila	female	germ_embryo	4-8h	FL3	1.39568472482938	5.48614595813163	2.05398756891739e-08	2.73593915102434e-08	Active	Expressed	Gene
SUPER_GRC2	2.799227	g14257	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody1	1.4850290006918	5.63658305251858	8.67286997774386e-09	1.167978322541e-08	Active	Expressed	Gene
SUPER_GRC2	4.982268	g14637	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody1	2.31680291689974	7.03711654986177	9.81326131466176e-13	1.48583030347363e-12	Active	Expressed	Gene
SUPER_GRC2	2.373657	g17249	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody1	1.2471120844123	5.23598067206268	8.2055563566108e-08	1.07356288591823e-07	Active	Expressed	Gene
SUPER_GRC2	4.586531	g14257	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody2	2.19740370538696	6.83607322303759	4.06963351906597e-12	6.04847035944187e-12	Active	Expressed	Gene
SUPER_GRC2	5.19491	g14637	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody2	2.37709903287183	7.13864261185178	4.71289673953379e-13	7.20709679220887e-13	Active	Expressed	Gene
SUPER_GRC2	1.038046	g17249	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody2	0.0538717665588439	3.22681327336247	0.00062588559961895	0.00072915504662062	Active	Expressed	Gene
SUPER_GRC2	4.720186	g14257	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody3	2.23884401607622	6.90585004836197	2.49522624784504e-12	3.73173842629513e-12	Active	Expressed	Gene
SUPER_GRC2	2.285627	g14637	B_coprophila	male	soma_carcass	late-larva-early-pupa	Mbody3	1.19259061517661	5.14417790871435	1.34347406421931e-07	1.74679148937648e-07	Active	Expressed	Gene
SUPER_GRC2	1.344482	g13059	B_coprophila	male	germ_embryo	0-4h	ME1	0.427051513506993	3.85517000100993	5.78246180410469e-05	6.95567765617271e-05	Active	Expressed	Gene
SUPER_GRC2	13.594733	g14637	B_coprophila	male	germ_embryo	0-4h	ME1	3.7649760181783	9.4755374942677	0	0	Active	Expressed	Gene
SUPER_GRC2	1.087377	g17249	B_coprophila	male	germ_embryo	0-4h	ME1	0.120853544714558	3.33959659367427	0.00041950083772224	0.00049139112567471	Active	Expressed	Gene
SUPER_GRC2	1.473369	g18509	B_coprophila	male	germ_embryo	0-4h	ME1	0.559119772624012	4.07754535713127	2.27568265844802e-05	2.77134960704431e-05	Active	Expressed	Gene
SUPER_GRC2	1.521642	g19121	B_coprophila	male	germ_embryo	0-4h	ME1	0.605629920902476	4.15585872974502	1.62034014462575e-05	1.98157090676346e-05	Active	Expressed	Gene
SUPER_GRC2	1.066086	g13059	B_coprophila	male	germ_embryo	0-4h	ME2	0.092325176696524	3.29156078219326	0.00049816541832015	0.00058214122033086	Active	Expressed	Gene
SUPER_GRC2	14.951748	g14637	B_coprophila	male	germ_embryo	0-4h	ME2	3.90224235028326	9.70666531929843	0	0	Active	Expressed	Gene
SUPER_GRC2	1.760641	g17249	B_coprophila	male	germ_embryo	0-4h	ME2	0.816101588708712	4.51024904574361	3.23757809128633e-06	4.04150866250176e-06	Active	Expressed	Gene
SUPER_GRC2	0.84711	g18509	B_coprophila	male	germ_embryo	0-4h	ME2	-0.239377071425194	2.73304349692368	0.00313760222762038	0.00357271628458576	Active	Expressed	Gene
SUPER_GRC2	2.223854	g19121	B_coprophila	male	germ_embryo	0-4h	ME2	1.15306272439208	5.07762119895907	1.91094854273821e-07	2.47334403581333e-07	Active	Expressed	Gene
SUPER_GRC2	1.327801	g13059	B_coprophila	male	germ_embryo	0-4h	ME3	0.409040030031845	3.82484242586933	6.54278769176564e-05	7.85708371761744e-05	Active	Expressed	Gene
SUPER_GRC2	14.882467	g14637	B_coprophila	male	germ_embryo	0-4h	ME3	3.89554188720125	9.69538313935601	0	0	Active	Expressed	Gene
SUPER_GRC2	4.943855	g17249	B_coprophila	male	germ_embryo	0-4h	ME3	2.30563672238642	7.01831501118759	1.12276854480342e-12	1.69697906991465e-12	Active	Expressed	Gene
SUPER_GRC2	1.255184	g18509	B_coprophila	male	germ_embryo	0-4h	ME3	0.327900016696119	3.6882195955098	0.00011291435696325	0.00013464022095487	Active	Expressed	Gene
SUPER_GRC2	3.453354	g19121	B_coprophila	male	germ_embryo	0-4h	ME3	1.78799864882035	6.14672064232999	3.95506294381676e-10	5.54080858320468e-10	Active	Expressed	Gene
SUPER_GRC2	11.297161	g13362	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	3.49788848852222	9.02581789532746	0	0	Active	Expressed	Gene
SUPER_GRC2	1.687733	g13363	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	0.755087542006696	4.40751413839738	5.22818886117271e-06	6.48711094950812e-06	Active	Expressed	Gene
SUPER_GRC2	1.171349	g13363	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	0.228172218296975	3.52029881853827	0.00021553043187716	0.00025475526645584	Active	Expressed	Gene
SUPER_GRC2	0.619918	g13594	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	-0.689848372827305	1.97454393963808	0.0241599631686249	0.0266569126740181	Active	Expressed	Gene
SUPER_GRC2	1.339904	g13694	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	0.422130716438687	3.84688440681961	5.98146872393679e-05	7.19154733304816e-05	Active	Expressed	Gene
SUPER_GRC2	16.713024	g14637	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	4.06290097475723	9.97718087746679	0	0	Active	Expressed	Gene
SUPER_GRC2	2.67089	g17249	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	1.41732110028294	5.52257709403686	1.67031569686671e-08	2.23073955995526e-08	Active	Expressed	Gene
SUPER_GRC1	1.042372	g491	B_coprophila	male	germ	late-larva-early-pupa	Mgerm1	0.0598716201865809	3.23691577335803	0.00060414534314545	0.00070416095699758	Active	Expressed	Gene
SUPER_GRC2	11.461092	g13362	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	3.51867272977516	9.06081421527016	0	0	Active	Expressed	Gene
SUPER_GRC2	1.069816	g13594	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	0.0973640342227902	3.30004516552912	0.00048334634744384	0.00056508951248799	Active	Expressed	Gene
SUPER_GRC2	1.318467	g13694	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	0.398862556563455	3.80770568686724	7.01310316828518e-05	8.41462054401653e-05	Active	Expressed	Gene
SUPER_GRC2	15.681588	g14637	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	3.97099984861794	9.82243858140102	0	0	Active	Expressed	Gene
SUPER_GRC2	2.174131	g17249	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	1.120439534645	5.02269056319297	2.54763002804914e-07	3.28554714844824e-07	Active	Expressed	Gene
SUPER_GRC1	0.785	g491	B_coprophila	male	germ	late-larva-early-pupa	Mgerm2	-0.349233603056191	2.54806804932538	0.00541606695409735	0.00611759330918683	Active	Expressed	Gene
SUPER_GRC2	8.016908	g13362	B_coprophila	male	germ	late-larva-early-pupa	Mgerm3	3.00304609828387	8.19260669462793	1.11022302462516e-16	1.89095172217703e-16	Active	Expressed	Gene
SUPER_GRC2	18.030809	g14637	B_coprophila	male	germ	late-larva-early-pupa	Mgerm3	4.17239230345654	10.1615413996278	0	0	Active	Expressed	Gene
SUPER_GRC2	1.958992	g17249	B_coprophila	male	germ	late-larva-early-pupa	Mgerm3	0.970112242483841	4.76957081017589	9.23094198412855e-07	1.17115115815793e-06	Active	Expressed	Gene
SUPER_GRC1	1.339922	g491	B_coprophila	male	germ	late-larva-early-pupa	Mgerm3	0.422150097168149	3.84691703991892	5.98067241164291e-05	7.19060850513425e-05	Active	Expressed	Gene
SUPER_GRC2	0.661032	g13059	B_coprophila	male	germ_embryo	4-8h	ML1	-0.597205799329938	2.13053467814869	0.0165637479850673	0.018388657780038	Active	Expressed	Gene
SUPER_GRC2	4.979544	g14637	B_coprophila	male	germ_embryo	4-8h	ML1	2.31601392377272	7.03578805027548	9.90652004873027e-13	1.49978470062731e-12	Active	Expressed	Gene
SUPER_GRC2	1.129544	g15244	B_coprophila	male	germ_embryo	4-8h	ML1	0.175741747476125	3.43201685966074	0.00029955515610591	0.00035248588328253	Active	Expressed	Gene
SUPER_GRC2	0.945721	g17249	B_coprophila	male	germ_embryo	4-8h	ML1	-0.0805119368658258	3.00053919277898	0.00134751034274216	0.00155314226444777	Active	Expressed	Gene
SUPER_GRC2	2.084588	g18509	B_coprophila	male	germ_embryo	4-8h	ML1	1.05976296826894	4.92052390220789	4.31564290082065e-07	5.52773887628521e-07	Active	Expressed	Gene
SUPER_GRC2	2.532291	g19121	B_coprophila	male	germ_embryo	4-8h	ML1	1.34044377232658	5.39313173527881	3.46200753620352e-08	4.58109109900006e-08	Active	Expressed	Gene
SUPER_GRC2	0.61701	g13059	B_coprophila	male	germ_embryo	4-8h	ML2	-0.696631885084812	1.96312192223509	0.0248160044198416	0.0273675161418328	Active	Expressed	Gene
SUPER_GRC2	6.585617	g14637	B_coprophila	male	germ_embryo	4-8h	ML2	2.71931883056537	7.71486925323156	6.10622663543836e-15	9.89518724482704e-15	Active	Expressed	Gene
SUPER_GRC2	2.384982	g15244	B_coprophila	male	germ_embryo	4-8h	ML2	1.25397898283326	5.24754309434354	7.70705005370687e-08	1.00917583315382e-07	Active	Expressed	Gene
SUPER_GRC2	3.351498	g17249	B_coprophila	male	germ_embryo	4-8h	ML2	1.74480650338211	6.07399409328869	6.23836649005227e-10	8.69093193713973e-10	Active	Expressed	Gene
SUPER_GRC2	2.078089	g18509	B_coprophila	male	germ_embryo	4-8h	ML2	1.05525813727483	4.91293870798123	4.48606657266204e-07	5.74365602958197e-07	Active	Expressed	Gene
SUPER_GRC2	3.507222	g19121	B_coprophila	male	germ_embryo	4-8h	ML2	1.81032916448462	6.1843205653275	3.11852543788405e-10	4.38213038744583e-10	Active	Expressed	Gene
SUPER_GRC2	0.738492	g13059	B_coprophila	male	germ_embryo	4-8h	ML3	-0.437343848796619	2.39970880384532	0.008204059404881	0.00920884573504185	Active	Expressed	Gene
SUPER_GRC2	7.998014	g14637	B_coprophila	male	germ_embryo	4-8h	ML3	2.99964198687514	8.18687488221627	1.11022302462516e-16	1.89095172217703e-16	Active	Expressed	Gene
SUPER_GRC2	2.132011	g17249	B_coprophila	male	germ_embryo	4-8h	ML3	1.09221555830899	4.97516728370974	3.25956586277876e-07	4.19035958846684e-07	Active	Expressed	Gene
SUPER_GRC2	2.664803	g18509	B_coprophila	male	germ_embryo	4-8h	ML3	1.41402942468173	5.51703460003452	1.72383788354935e-08	2.30134088711397e-08	Active	Expressed	Gene
SUPER_GRC2	2.572899	g19121	B_coprophila	male	germ_embryo	4-8h	ML3	1.36339538544028	5.43177745661898	2.78977394518876e-08	3.70206821954653e-08	Active	Expressed	Gene
